,game_date,game_pk,at_bat_number,pitch_number,balls,strikes,pitch_type,pitch_name,type,effective_speed,zone,events,description,bb_type,hit_distance_sc,launch_speed,launch_angle,stand,p_throws,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,id_ab,is_filt_pitch,is_filt_desc,is_filt_event,is_filt_any,pitch_type_prev,pitch_name_prev,type_prev
720716,2017-04-02,490106.0,55.0,3.0,0.0,2.0,SL,Slider,S,89.6,14.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490106.055.0,0,0,0,0,SL,Slider,S
720715,2017-04-02,490106.0,56.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,93.8,8.0,,called_strike,,,,,L,R,,,,,,490106.056.0,0,0,0,0,,,
720714,2017-04-02,490106.0,56.0,2.0,0.0,1.0,SL,Slider,B,87.8,13.0,,blocked_ball,,,,,L,R,,,,,,490106.056.0,0,0,0,0,FF,4-Seam Fastball,S
720713,2017-04-02,490106.0,56.0,3.0,1.0,1.0,SL,Slider,B,86.4,13.0,,ball,,,,,L,R,,,,,,490106.056.0,0,0,0,0,SL,Slider,B
720712,2017-04-02,490106.0,56.0,4.0,2.0,1.0,FF,4-Seam Fastball,B,93.4,11.0,,ball,,,,,L,R,,,,,,490106.056.0,0,0,0,0,SL,Slider,B
720711,2017-04-02,490106.0,56.0,5.0,3.0,1.0,SL,Slider,S,87.1,7.0,,called_strike,,,,,L,R,,,,,,490106.056.0,0,0,0,0,FF,4-Seam Fastball,B
720710,2017-04-02,490106.0,56.0,6.0,3.0,2.0,SL,Slider,X,87.8,5.0,field_out,hit_into_play,fly_ball,296.0,83.8,38.0,L,R,0.013,0.015,0.0,1.0,0.0,490106.056.0,0,0,0,0,SL,Slider,S
720709,2017-04-02,490106.0,57.0,1.0,0.0,0.0,CH,Changeup,B,84.3,13.0,,ball,,,,,L,R,,,,,,490106.057.0,0,0,0,0,,,
720708,2017-04-02,490106.0,57.0,2.0,1.0,0.0,FF,4-Seam Fastball,S,93.7,7.0,,called_strike,,,,,L,R,,,,,,490106.057.0,0,0,0,0,CH,Changeup,B
720707,2017-04-02,490106.0,57.0,3.0,1.0,1.0,CH,Changeup,X,86.2,13.0,single,hit_into_play,line_drive,209.0,81.4,16.0,L,R,0.96,0.882,0.9,1.0,1.0,490106.057.0,0,0,0,0,FF,4-Seam Fastball,S
720706,2017-04-02,490106.0,58.0,1.0,0.0,0.0,SL,Slider,B,88.4,14.0,,ball,,,,,R,R,,,,,,490106.058.0,0,0,0,0,,,
720705,2017-04-02,490106.0,58.0,2.0,1.0,0.0,FF,4-Seam Fastball,S,94.4,9.0,,called_strike,,,,,R,R,,,,,,490106.058.0,0,0,0,0,SL,Slider,B
720704,2017-04-02,490106.0,58.0,3.0,1.0,1.0,SL,Slider,S,88.7,14.0,,swinging_strike,,,,,R,R,,,,,,490106.058.0,0,0,0,0,FF,4-Seam Fastball,S
720703,2017-04-02,490106.0,58.0,4.0,1.0,2.0,SL,Slider,S,90.8,14.0,,foul,,198.0,66.3,32.0,R,R,,,,,,490106.058.0,0,0,0,0,SL,Slider,S
720702,2017-04-02,490106.0,58.0,5.0,1.0,2.0,SL,Slider,B,87.8,11.0,,ball,,,,,R,R,,,,,,490106.058.0,0,0,0,0,SL,Slider,S
720701,2017-04-02,490106.0,58.0,6.0,2.0,2.0,SL,Slider,X,88.5,9.0,field_out,hit_into_play,ground_ball,32.0,101.4,-3.0,R,R,0.387,0.348,0.0,1.0,0.0,490106.058.0,0,0,0,0,SL,Slider,B
720700,2017-04-02,490106.0,59.0,1.0,0.0,0.0,SL,Slider,B,87.0,14.0,,ball,,,,,R,R,,,,,,490106.059.0,0,0,0,0,,,
720699,2017-04-02,490106.0,59.0,2.0,1.0,0.0,SL,Slider,S,88.4,12.0,,called_strike,,,,,R,R,,,,,,490106.059.0,0,0,0,0,SL,Slider,B
720698,2017-04-02,490106.0,59.0,3.0,1.0,1.0,FF,4-Seam Fastball,S,91.5,11.0,,swinging_strike,,,,,R,R,,,,,,490106.059.0,0,0,0,0,SL,Slider,S
720697,2017-04-02,490106.0,59.0,4.0,1.0,2.0,CU,Curveball,S,73.3,14.0,strikeout,swinging_strike_blocked,,,,,R,R,,,0.0,1.0,0.0,490106.059.0,0,0,0,0,FF,4-Seam Fastball,S
720696,2017-04-02,490106.0,60.0,1.0,0.0,0.0,CU,Curveball,B,73.5,13.0,,ball,,,,,L,R,,,,,,490106.060.0,0,0,0,0,,,
720695,2017-04-02,490106.0,60.0,2.0,1.0,0.0,FF,4-Seam Fastball,S,91.4,5.0,,swinging_strike,,,,,L,R,,,,,,490106.060.0,0,0,0,0,CU,Curveball,B
720694,2017-04-02,490106.0,60.0,3.0,1.0,1.0,FF,4-Seam Fastball,B,92.3,12.0,,ball,,,,,L,R,,,,,,490106.060.0,0,0,0,0,FF,4-Seam Fastball,S
720693,2017-04-02,490106.0,60.0,4.0,2.0,1.0,SL,Slider,X,88.0,8.0,single,hit_into_play,ground_ball,22.0,89.2,-3.0,L,R,0.287,0.29,0.9,1.0,1.0,490106.060.0,0,0,0,0,FF,4-Seam Fastball,B
720692,2017-04-02,490106.0,61.0,1.0,0.0,0.0,SL,Slider,S,87.3,6.0,,swinging_strike,,,,,R,R,,,,,,490106.061.0,0,0,0,0,,,
720691,2017-04-02,490106.0,61.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,90.8,4.0,,called_strike,,,,,R,R,,,,,,490106.061.0,0,0,0,0,SL,Slider,S
720690,2017-04-02,490106.0,61.0,3.0,0.0,2.0,SL,Slider,X,88.2,14.0,force_out,hit_into_play,ground_ball,8.0,85.6,-13.0,R,R,0.14,0.126,0.0,1.0,0.0,490106.061.0,0,0,0,0,FF,4-Seam Fastball,S
720689,2017-04-02,490106.0,62.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,91.4,8.0,,called_strike,,,,,L,R,,,,,,490106.062.0,0,0,0,0,,,
720688,2017-04-02,490106.0,62.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,92.2,7.0,,called_strike,,,,,L,R,,,,,,490106.062.0,0,0,0,0,FF,4-Seam Fastball,S
720687,2017-04-02,490106.0,62.0,3.0,0.0,2.0,FF,4-Seam Fastball,S,93.1,4.0,,foul,,191.0,71.2,38.0,L,R,,,,,,490106.062.0,0,0,0,0,FF,4-Seam Fastball,S
720686,2017-04-02,490106.0,62.0,4.0,0.0,2.0,FF,4-Seam Fastball,B,91.6,12.0,,ball,,,,,L,R,,,,,,490106.062.0,0,0,0,0,FF,4-Seam Fastball,S
720685,2017-04-02,490106.0,62.0,5.0,1.0,2.0,SL,Slider,X,87.6,9.0,single,hit_into_play,line_drive,245.0,88.2,17.0,L,R,0.747,0.672,0.9,1.0,1.0,490106.062.0,0,0,0,0,FF,4-Seam Fastball,B
720684,2017-04-02,490106.0,63.0,1.0,0.0,0.0,SL,Slider,S,87.3,9.0,,foul,,,,,R,R,,,,,,490106.063.0,0,0,0,0,,,
720683,2017-04-02,490106.0,63.0,2.0,0.0,1.0,SL,Slider,S,87.9,7.0,,foul,,183.0,73.9,63.0,R,R,,,,,,490106.063.0,0,0,0,0,SL,Slider,S
720682,2017-04-02,490106.0,63.0,3.0,0.0,2.0,CU,Curveball,S,72.6,8.0,,foul,,232.0,75.4,36.0,R,R,,,,,,490106.063.0,0,0,0,0,SL,Slider,S
720681,2017-04-02,490106.0,63.0,4.0,0.0,2.0,FF,4-Seam Fastball,S,91.3,6.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490106.063.0,0,0,0,0,CU,Curveball,S
720680,2017-04-02,490106.0,64.0,1.0,0.0,0.0,CU,Curveball,S,71.4,13.0,,called_strike,,,,,L,R,,,,,,490106.064.0,0,0,0,0,,,
720679,2017-04-02,490106.0,64.0,2.0,0.0,1.0,CH,Changeup,S,85.2,13.0,,swinging_strike,,,,,L,R,,,,,,490106.064.0,0,0,0,0,CU,Curveball,S
720678,2017-04-02,490106.0,64.0,3.0,0.0,2.0,FF,4-Seam Fastball,S,91.6,1.0,strikeout,swinging_strike,,,,,L,R,,,0.0,1.0,0.0,490106.064.0,0,0,0,0,CH,Changeup,S
720677,2017-04-02,490106.0,65.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,91.5,14.0,,called_strike,,,,,R,R,,,,,,490106.065.0,0,0,0,0,,,
720676,2017-04-02,490106.0,65.0,2.0,0.0,1.0,FF,4-Seam Fastball,B,92.4,14.0,,ball,,,,,R,R,,,,,,490106.065.0,0,0,0,0,FF,4-Seam Fastball,S
720675,2017-04-02,490106.0,65.0,3.0,1.0,1.0,CH,Changeup,S,85.1,7.0,,foul,,,,,R,R,,,,,,490106.065.0,0,0,0,0,FF,4-Seam Fastball,B
720674,2017-04-02,490106.0,65.0,4.0,1.0,2.0,FF,4-Seam Fastball,S,93.8,1.0,strikeout,swinging_strike,,,,,R,R,,,0.0,1.0,0.0,490106.065.0,0,0,0,0,CH,Changeup,S
720672,2017-04-02,490106.0,67.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,91.5,14.0,,ball,,,,,R,R,,,,,,490106.067.0,0,0,0,0,,,
720671,2017-04-02,490106.0,67.0,2.0,1.0,0.0,FF,4-Seam Fastball,S,92.2,6.0,,swinging_strike,,,,,R,R,,,,,,490106.067.0,0,0,0,0,FF,4-Seam Fastball,B
720670,2017-04-02,490106.0,67.0,3.0,1.0,1.0,CH,Changeup,S,84.7,14.0,,swinging_strike_blocked,,,,,R,R,,,,,,490106.067.0,0,0,0,0,FF,4-Seam Fastball,S
720669,2017-04-02,490106.0,67.0,4.0,1.0,2.0,FF,4-Seam Fastball,X,93.1,2.0,field_out,hit_into_play,popup,,80.0,69.0,R,R,0.0,0.0,0.0,1.0,0.0,490106.067.0,0,0,0,0,CH,Changeup,S
720668,2017-04-02,490106.0,68.0,1.0,0.0,0.0,SL,Slider,X,81.7,9.0,field_out,hit_into_play,fly_ball,244.0,87.1,50.0,L,L,0.007,0.006,0.0,1.0,0.0,490106.068.0,0,0,0,0,,,
720667,2017-04-02,490106.0,69.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,91.0,3.0,,foul,,194.0,73.6,59.0,R,L,,,,,,490106.069.0,0,0,0,0,,,
720666,2017-04-02,490106.0,69.0,2.0,0.0,1.0,FF,4-Seam Fastball,B,90.8,13.0,,ball,,,,,R,L,,,,,,490106.069.0,0,0,0,0,FF,4-Seam Fastball,S
720665,2017-04-02,490106.0,69.0,3.0,1.0,1.0,FS,Split-Finger,B,83.0,13.0,,ball,,,,,R,L,,,,,,490106.069.0,0,0,0,0,FF,4-Seam Fastball,B
720664,2017-04-02,490106.0,69.0,4.0,2.0,1.0,SL,Slider,X,82.8,6.0,single,hit_into_play,line_drive,213.0,103.4,12.0,R,L,0.9,0.87,0.9,1.0,1.0,490106.069.0,0,0,0,0,FS,Split-Finger,B
720663,2017-04-02,490106.0,70.0,1.0,0.0,0.0,SL,Slider,S,84.3,13.0,,called_strike,,,,,L,L,,,,,,490106.070.0,0,0,0,0,,,
720662,2017-04-02,490106.0,70.0,2.0,0.0,1.0,FF,4-Seam Fastball,X,91.6,12.0,force_out,hit_into_play,ground_ball,55.0,46.9,10.0,L,L,0.127,0.123,0.0,1.0,0.0,490106.070.0,0,0,0,0,SL,Slider,S
720661,2017-04-02,490106.0,71.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,92.2,9.0,,called_strike,,,,,L,L,,,,,,490106.071.0,0,0,0,0,,,
720660,2017-04-02,490106.0,71.0,2.0,0.0,1.0,FF,4-Seam Fastball,B,93.0,12.0,,ball,,,,,L,L,,,,,,490106.071.0,0,0,0,0,FF,4-Seam Fastball,S
720659,2017-04-02,490106.0,71.0,3.0,1.0,1.0,SL,Slider,S,84.8,7.0,,foul,,,,,L,L,,,,,,490106.071.0,0,0,0,0,FF,4-Seam Fastball,B
720658,2017-04-02,490106.0,71.0,4.0,1.0,2.0,FF,4-Seam Fastball,B,93.7,14.0,,ball,,,,,L,L,,,,,,490106.071.0,0,0,0,0,SL,Slider,S
720657,2017-04-02,490106.0,71.0,5.0,2.0,2.0,FS,Split-Finger,B,84.4,13.0,,ball,,,,,L,L,,,,,,490106.071.0,0,0,0,0,FF,4-Seam Fastball,B
720656,2017-04-02,490106.0,71.0,6.0,3.0,2.0,SL,Slider,S,84.8,13.0,,foul,,,,,L,L,,,,,,490106.071.0,0,0,0,0,FS,Split-Finger,B
720655,2017-04-02,490106.0,71.0,7.0,3.0,2.0,SL,Slider,S,84.9,8.0,,foul,,,,,L,L,,,,,,490106.071.0,0,0,0,0,SL,Slider,S
720654,2017-04-02,490106.0,71.0,8.0,3.0,2.0,FF,4-Seam Fastball,B,92.4,12.0,walk,ball,,,,,L,L,,,0.7,1.0,0.0,490106.071.0,0,0,0,0,SL,Slider,S
720653,2017-04-02,490106.0,72.0,1.0,0.0,0.0,SL,Slider,S,84.2,13.0,,swinging_strike,,,,,R,L,,,,,,490106.072.0,0,0,0,0,,,
720652,2017-04-02,490106.0,72.0,2.0,0.0,1.0,FS,Split-Finger,B,83.7,13.0,,blocked_ball,,,,,R,L,,,,,,490106.072.0,0,0,0,0,SL,Slider,S
720651,2017-04-02,490106.0,72.0,3.0,1.0,1.0,SL,Slider,S,84.2,6.0,,foul,,,,,R,L,,,,,,490106.072.0,0,0,0,0,FS,Split-Finger,B
720650,2017-04-02,490106.0,72.0,4.0,1.0,2.0,FF,4-Seam Fastball,B,91.7,12.0,,ball,,,,,R,L,,,,,,490106.072.0,0,0,0,0,SL,Slider,S
720649,2017-04-02,490106.0,72.0,5.0,2.0,2.0,SL,Slider,X,85.7,13.0,single,hit_into_play,ground_ball,126.0,104.6,7.0,R,L,0.673,0.608,0.9,1.0,1.0,490106.072.0,0,0,0,0,FF,4-Seam Fastball,B
720648,2017-04-02,490106.0,73.0,1.0,0.0,0.0,SL,Slider,S,84.0,5.0,,called_strike,,,,,L,L,,,,,,490106.073.0,0,0,0,0,,,
720647,2017-04-02,490106.0,73.0,2.0,0.0,1.0,SL,Slider,S,83.7,9.0,,swinging_strike,,,,,L,L,,,,,,490106.073.0,0,0,0,0,SL,Slider,S
720646,2017-04-02,490106.0,73.0,3.0,0.0,2.0,SL,Slider,S,85.7,4.0,strikeout,called_strike,,,,,L,L,,,0.0,1.0,0.0,490106.073.0,0,0,0,0,SL,Slider,S
720645,2017-04-02,490106.0,74.0,1.0,0.0,0.0,CH,Changeup,B,83.5,11.0,,ball,,,,,L,R,,,,,,490106.074.0,0,0,0,0,,,
720644,2017-04-02,490106.0,74.0,2.0,1.0,0.0,SI,Sinker,X,91.2,13.0,single,hit_into_play,ground_ball,5.0,68.1,-18.0,L,R,0.053,0.052,0.9,1.0,1.0,490106.074.0,0,0,0,0,CH,Changeup,B
720643,2017-04-02,490106.0,75.0,1.0,0.0,0.0,SL,Slider,S,86.8,14.0,,swinging_strike,,,,,R,R,,,,,,490106.075.0,0,0,0,0,,,
720642,2017-04-02,490106.0,75.0,2.0,0.0,1.0,SL,Slider,B,86.8,14.0,,ball,,,,,R,R,,,,,,490106.075.0,0,0,0,0,SL,Slider,S
720641,2017-04-02,490106.0,75.0,3.0,1.0,1.0,SL,Slider,B,87.1,14.0,,ball,,,,,R,R,,,,,,490106.075.0,0,0,0,0,SL,Slider,B
720640,2017-04-02,490106.0,75.0,4.0,2.0,1.0,FF,4-Seam Fastball,X,91.0,5.0,fielders_choice,hit_into_play,ground_ball,6.0,71.5,-29.0,R,R,0.047,0.045,0.9,1.0,0.0,490106.075.0,0,0,0,0,SL,Slider,B
720639,2017-04-02,490106.0,76.0,1.0,0.0,0.0,CU,Curveball,S,76.0,9.0,,called_strike,,,,,L,R,,,,,,490106.076.0,0,0,0,0,,,
720638,2017-04-02,490106.0,76.0,2.0,0.0,1.0,CH,Changeup,B,82.3,14.0,,blocked_ball,,,,,L,R,,,,,,490106.076.0,0,0,0,0,CU,Curveball,S
720637,2017-04-02,490106.0,76.0,3.0,1.0,1.0,SI,Sinker,B,90.5,13.0,,ball,,,,,L,R,,,,,,490106.076.0,0,0,0,0,CH,Changeup,B
720636,2017-04-02,490106.0,76.0,4.0,2.0,1.0,SI,Sinker,X,90.9,4.0,single,hit_into_play,line_drive,191.0,85.0,12.0,L,R,0.807,0.737,0.9,1.0,1.0,490106.076.0,0,0,0,0,SI,Sinker,B
720635,2017-04-02,490106.0,77.0,1.0,0.0,0.0,FC,Cutter,S,88.7,7.0,,foul,,8.0,87.6,-16.0,R,R,,,,,,490106.077.0,0,0,0,0,,,
720634,2017-04-02,490106.0,77.0,2.0,0.0,1.0,FC,Cutter,B,87.1,13.0,,ball,,,,,R,R,,,,,,490106.077.0,0,0,0,0,FC,Cutter,S
720633,2017-04-02,490106.0,77.0,3.0,1.0,1.0,FC,Cutter,S,87.9,14.0,,foul,,,,,R,R,,,,,,490106.077.0,0,0,0,0,FC,Cutter,B
720632,2017-04-02,490106.0,77.0,4.0,1.0,2.0,FC,Cutter,B,87.8,14.0,,blocked_ball,,,,,R,R,,,,,,490106.077.0,0,0,0,0,FC,Cutter,S
720631,2017-04-02,490106.0,77.0,5.0,2.0,2.0,FC,Cutter,X,87.8,9.0,sac_fly,hit_into_play,fly_ball,278.0,82.0,26.0,R,R,0.18,0.162,0.0,1.0,0.0,490106.077.0,0,0,0,0,FC,Cutter,B
720630,2017-04-02,490106.0,78.0,1.0,0.0,0.0,FC,Cutter,S,88.3,6.0,,swinging_strike,,,,,R,R,,,,,,490106.078.0,0,0,0,0,,,
720629,2017-04-02,490106.0,78.0,2.0,0.0,1.0,CH,Changeup,B,88.2,13.0,,blocked_ball,,,,,R,R,,,,,,490106.078.0,0,0,0,0,FC,Cutter,S
720628,2017-04-02,490106.0,78.0,3.0,1.0,1.0,FC,Cutter,S,88.0,9.0,,swinging_strike,,,,,R,R,,,,,,490106.078.0,0,0,0,0,CH,Changeup,B
720627,2017-04-02,490106.0,78.0,4.0,1.0,2.0,FC,Cutter,S,86.9,14.0,strikeout,swinging_strike_blocked,,,,,R,R,,,0.0,1.0,0.0,490106.078.0,0,0,0,0,FC,Cutter,S
720626,2017-04-02,490106.0,79.0,1.0,0.0,0.0,FC,Cutter,S,88.5,7.0,,called_strike,,,,,L,R,,,,,,490106.079.0,0,0,0,0,,,
720625,2017-04-02,490106.0,79.0,2.0,0.0,1.0,FC,Cutter,B,87.3,13.0,,ball,,,,,L,R,,,,,,490106.079.0,0,0,0,0,FC,Cutter,S
720624,2017-04-02,490106.0,79.0,3.0,1.0,1.0,FF,4-Seam Fastball,B,93.7,13.0,,ball,,,,,L,R,,,,,,490106.079.0,0,0,0,0,FC,Cutter,B
720623,2017-04-02,490106.0,79.0,4.0,2.0,1.0,FF,4-Seam Fastball,X,94.2,8.0,field_out,hit_into_play,fly_ball,348.0,97.6,39.0,L,R,0.127,0.218,0.0,1.0,0.0,490106.079.0,0,0,0,0,FF,4-Seam Fastball,B
720622,2017-04-02,490110.0,1.0,1.0,0.0,0.0,SI,Sinker,S,89.7,7.0,,called_strike,,,,,L,R,,,,,,490110.01.0,0,0,0,0,,,
720621,2017-04-02,490110.0,1.0,2.0,0.0,1.0,SI,Sinker,B,90.5,3.0,,ball,,,,,L,R,,,,,,490110.01.0,0,0,0,0,SI,Sinker,S
720620,2017-04-02,490110.0,1.0,3.0,1.0,1.0,CU,Curveball,X,74.0,9.0,field_out,hit_into_play,popup,186.0,86.2,62.0,L,R,0.007,0.006,0.0,1.0,0.0,490110.01.0,0,0,0,0,SI,Sinker,B
720619,2017-04-02,490110.0,2.0,1.0,0.0,0.0,SI,Sinker,S,91.4,4.0,,foul,,114.0,75.1,9.0,L,R,,,,,,490110.02.0,0,0,0,0,,,
720618,2017-04-02,490110.0,2.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,89.9,3.0,,foul,,90.0,66.9,8.0,L,R,,,,,,490110.02.0,0,0,0,0,SI,Sinker,S
720617,2017-04-02,490110.0,2.0,3.0,0.0,2.0,SL,Slider,B,78.4,14.0,,ball,,,,,L,R,,,,,,490110.02.0,0,0,0,0,FF,4-Seam Fastball,S
720616,2017-04-02,490110.0,2.0,4.0,1.0,2.0,SI,Sinker,B,92.1,12.0,,ball,,,,,L,R,,,,,,490110.02.0,0,0,0,0,SL,Slider,B
720615,2017-04-02,490110.0,2.0,5.0,2.0,2.0,,,B,,,,ball,,,,,L,R,,,,,,490110.02.0,0,0,0,0,SI,Sinker,B
720614,2017-04-02,490110.0,2.0,6.0,3.0,2.0,FF,4-Seam Fastball,B,91.1,7.0,walk,ball,,,,,L,R,,,0.7,1.0,0.0,490110.02.0,0,0,0,0,,,B
720613,2017-04-02,490110.0,3.0,1.0,0.0,0.0,FF,4-Seam Fastball,B,90.7,14.0,,ball,,,,,R,R,,,,,,490110.03.0,0,0,0,0,,,
720612,2017-04-02,490110.0,3.0,2.0,1.0,0.0,SL,Slider,S,79.1,14.0,,swinging_strike,,,,,R,R,,,,,,490110.03.0,0,0,0,0,FF,4-Seam Fastball,B
720611,2017-04-02,490110.0,3.0,3.0,1.0,1.0,SI,Sinker,X,89.9,7.0,single,hit_into_play,ground_ball,104.0,104.7,5.0,R,R,0.64,0.576,0.9,1.0,1.0,490110.03.0,0,0,0,0,SL,Slider,S
720610,2017-04-02,490110.0,4.0,1.0,0.0,0.0,SL,Slider,B,79.5,14.0,,blocked_ball,,,,,R,R,,,,,,490110.04.0,0,0,0,0,,,
720609,2017-04-02,490110.0,4.0,2.0,1.0,0.0,CH,Changeup,S,86.7,4.0,,foul,,,,,R,R,,,,,,490110.04.0,0,0,0,0,SL,Slider,B
720608,2017-04-02,490110.0,4.0,3.0,1.0,1.0,SL,Slider,S,81.0,9.0,,called_strike,,,,,R,R,,,,,,490110.04.0,0,0,0,0,CH,Changeup,S
720607,2017-04-02,490110.0,4.0,4.0,1.0,2.0,SL,Slider,S,84.8,14.0,strikeout,called_strike,,,,,R,R,,,0.0,1.0,0.0,490110.04.0,0,0,0,0,SL,Slider,S
720606,2017-04-02,490110.0,5.0,1.0,0.0,0.0,SI,Sinker,S,90.1,13.0,,called_strike,,,,,L,R,,,,,,490110.05.0,0,0,0,0,,,
720605,2017-04-02,490110.0,5.0,2.0,0.0,1.0,CH,Changeup,S,86.7,13.0,,swinging_strike,,,,,L,R,,,,,,490110.05.0,0,0,0,0,SI,Sinker,S
720604,2017-04-02,490110.0,5.0,3.0,0.0,2.0,SI,Sinker,B,91.4,12.0,,ball,,,,,L,R,,,,,,490110.05.0,0,0,0,0,CH,Changeup,S
720603,2017-04-02,490110.0,5.0,4.0,1.0,2.0,CU,Curveball,B,73.9,13.0,,blocked_ball,,,,,L,R,,,,,,490110.05.0,0,0,0,0,SI,Sinker,B
720602,2017-04-02,490110.0,5.0,5.0,2.0,2.0,CH,Changeup,B,87.6,13.0,,blocked_ball,,,,,L,R,,,,,,490110.05.0,0,0,0,0,CU,Curveball,B
720601,2017-04-02,490110.0,5.0,6.0,3.0,2.0,CH,Changeup,S,88.0,8.0,,foul,,3.0,62.8,-35.0,L,R,,,,,,490110.05.0,0,0,0,0,CH,Changeup,B
720600,2017-04-02,490110.0,5.0,7.0,3.0,2.0,CH,Changeup,S,89.1,9.0,,foul,,246.0,89.2,21.0,L,R,,,,,,490110.05.0,0,0,0,0,CH,Changeup,S
720599,2017-04-02,490110.0,5.0,8.0,3.0,2.0,SI,Sinker,X,90.9,14.0,field_out,hit_into_play,popup,,80.0,69.0,L,R,0.0,0.0,0.0,1.0,0.0,490110.05.0,0,0,0,0,CH,Changeup,S
720598,2017-04-02,490110.0,6.0,1.0,0.0,0.0,FF,4-Seam Fastball,X,93.1,5.0,field_out,hit_into_play,popup,,80.0,69.0,R,L,0.0,0.0,0.0,1.0,0.0,490110.06.0,0,0,0,0,,,
720597,2017-04-02,490110.0,7.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,93.5,1.0,,foul,,178.0,68.3,56.0,R,L,,,,,,490110.07.0,0,0,0,0,,,
720596,2017-04-02,490110.0,7.0,2.0,0.0,1.0,FF,4-Seam Fastball,S,93.3,6.0,,foul,,226.0,77.7,49.0,R,L,,,,,,490110.07.0,0,0,0,0,FF,4-Seam Fastball,S
720595,2017-04-02,490110.0,7.0,3.0,0.0,2.0,CU,Curveball,S,78.4,13.0,strikeout,swinging_strike_blocked,,,,,R,L,,,0.0,1.0,0.0,490110.07.0,0,0,0,0,FF,4-Seam Fastball,S
720594,2017-04-02,490110.0,8.0,1.0,0.0,0.0,FF,4-Seam Fastball,S,93.0,6.0,,called_strike,,,,,R,L,,,,,,490110.08.0,0,0,0,0,,,
720593,2017-04-02,490110.0,8.0,2.0,0.0,1.0,CU,Curveball,B,79.6,13.0,,ball,,,,,R,L,,,,,,490110.08.0,0,0,0,0,FF,4-Seam Fastball,S
720592,2017-04-02,490110.0,8.0,3.0,1.0,1.0,FF,4-Seam Fastball,B,94.4,14.0,,ball,,,,,R,L,,,,,,490110.08.0,0,0,0,0,CU,Curveball,B
720591,2017-04-02,490110.0,8.0,4.0,2.0,1.0,FF,4-Seam Fastball,B,94.6,12.0,,ball,,,,,R,L,,,,,,490110.08.0,0,0,0,0,FF,4-Seam Fastball,B
720590,2017-04-02,490110.0,8.0,5.0,3.0,1.0,FC,Cutter,S,90.4,13.0,,foul,,123.0,60.6,66.0,R,L,,,,,,490110.08.0,0,0,0,0,FF,4-Seam Fastball,B
720589,2017-04-02,490110.0,8.0,6.0,3.0,2.0,FF,4-Seam Fastball,X,94.0,8.0,field_out,hit_into_play,ground_ball,103.0,97.3,4.0,R,L,0.507,0.456,0.0,1.0,0.0,490110.08.0,0,0,0,0,FC,Cutter,S
720588,2017-04-02,490110.0,9.0,1.0,0.0,0.0,SL,Slider,S,78.9,7.0,,called_strike,,,,,R,R,,,,,,490110.09.0,0,0,0,0,,,
720587,2017-04-02,490110.0,9.0,2.0,0.0,1.0,SL,Slider,X,83.1,14.0,single,hit_into_play,ground_ball,1.0,48.6,-52.0,R,R,0.187,0.168,0.9,1.0,1.0,490110.09.0,0,0,0,0,SL,Slider,S
720586,2017-04-02,490110.0,10.0,1.0,0.0,0.0,SI,Sinker,S,89.4,5.0,,foul_tip,,,,,L,R,,,,,,490110.010.0,0,0,0,0,,,
720585,2017-04-02,490110.0,10.0,2.0,0.0,1.0,SI,Sinker,B,89.0,12.0,,ball,,,,,L,R,,,,,,490110.010.0,0,0,0,0,SI,Sinker,S
720584,2017-04-02,490110.0,10.0,3.0,1.0,1.0,SI,Sinker,X,89.2,9.0,field_out,hit_into_play,ground_ball,77.0,90.2,5.0,L,R,0.427,0.384,0.0,1.0,0.0,490110.010.0,0,0,0,0,SI,Sinker,B
720583,2017-04-02,490110.0,11.0,1.0,0.0,0.0,CH,Changeup,B,86.4,11.0,,ball,,,,,L,R,,,,,,490110.011.0,0,0,0,0,,,
720582,2017-04-02,490110.0,11.0,2.0,1.0,0.0,CH,Changeup,S,85.9,7.0,,foul,,4.0,59.3,-22.0,L,R,,,,,,490110.011.0,0,0,0,0,CH,Changeup,B
720581,2017-04-02,490110.0,11.0,3.0,1.0,1.0,SI,Sinker,S,90.5,13.0,,foul_tip,,,,,L,R,,,,,,490110.011.0,0,0,0,0,CH,Changeup,S
720580,2017-04-02,490110.0,11.0,4.0,1.0,2.0,SI,Sinker,B,90.9,11.0,,ball,,,,,L,R,,,,,,490110.011.0,0,0,0,0,SI,Sinker,S
720579,2017-04-02,490110.0,11.0,5.0,2.0,2.0,SI,Sinker,X,91.2,7.0,sac_fly,hit_into_play,fly_ball,395.0,103.4,24.0,L,R,0.9,1.679,0.0,1.0,0.0,490110.011.0,0,0,0,0,SI,Sinker,B
